238,239
121,427
238,238
121,426
307,872
108,652
30,133
114,767
338,229
480,282
121,458
344,344
17,386
115,107
502,374
121,453
249,833
537,411
65,204
859,990
859,991
65,200
344,349
450,228
896,287
971,975
186,363
971,973
971,971
285,774
338,245
137,4
121,441
17,378
450,212
186,345
450,214
320,628
491,624
91,66
290,62
290,65
290,64
812,991
145,145
812,990
232,537
121,44
121,474
591,62
121,473
121,46
145,17
320,734
419,490
918,232
450,450
367,748
133,39
419,495
121,41
121,480
473,545
419,497
108,66
419,493
108,64
450,438
121,468
121,462
126,723
121,36
450,434
133,44
133,42
58,601
362,498
367,757
473,536
450,440
121,30
145,20
145,21
473,531
121,27
121,28
121,29
492,186
591,83
145,121
121,23
121,495
133,51
58,615
420,363
450,420
420,362
133,52
58,612
29,361
150,741
256,425
226,365
121,20
425,664
53,312
121,489
121,15
145,46
953,900
121,18
77,212
308,166
121,13
232,525
285,738
121,19
450,413
133,65
362,483
133,64
226,371
666,666
661,362
121,492
121,494
121,493
121,10
145,42
497,482
121,490
83,431
368,112
83,433
280,483
121,88
168,292
492,165
168,291
492,166
812,950
420,340
900,900
145,106
337,883
362,441
168,284
121,86
121,87
121,80
419,450
121,83
549,162
29,301
83,420
145,114
121,77
121,78
419,468
121,79
53,380
232,501
900,914
419,462
121,74
83,424
53,389
121,71
549,173
480,329
420,325
108,91
492,144
133,11
133,10
362,421
549,189
419,473
121,63
274,269
108,81
549,184
11,608
754,804
492,152
419,489
121,58
11,602
180,820
550,288
133,28
872,707
133,27
168,275
121,51
308,129
549,190
108,93
168,276
83,474
419,419
847,919
813,399
169,62
525,699
226,301
169,63
860,816
169,64
127,130
83,478
554,29
83,465
648,648
11,666
65,199
127,128
35,588
127,129
655,151
226,313
182,53
226,317
936,484
83,453
83,450
566,43
180,851
169,80
169,81
549,146
707,331
198,128
169,89
83,458
607,296
121,99
419,445
708,62
47,339
170,64
127,105
847,925
121,96
494,93
103,215
562,177
121,93
494,90
170,16
170,13
169,29
198,196
198,197
11,699
133,292
232,575
232,576
133,291
473,509
168,203
226,340
494,86
494,83
494,81
169,16
685,281
755,211
133,283
133,284
133,280
326,420
655,114
127,169
497,424
127,160
181,231
174,685
494,70
169,13
654,789
83,496
607,243
170,35
170,36
494,68
83,492
232,557
181,219
157,60
83,495
232,556
157,61
549,106
157,64
947,947
549,104
198,167
685,285
685,286
198,168
198,165
607,249
482,89
425,621
169,46
519,519
607,255
597,301
519,518
494,58
170,28
482,74
133,261
566,11
157,53
12,8
397,458
373,964
133,256
860,860
408,193
408,192
408,194
169,30
174,665
482,78
145,83
497,440
482,79
169,33
685,298
169,35
145,87
169,36
607,256
65,107
71,612
133,367
332,500
133,365
133,362
332,505
482,64
332,506
332,502
332,504
494,39
138,3
470,86
114,609
469,96
133,361
300,11
300,10
519,459
300,12
181,150
181,156
896,124
494,27
221,107
397,390
494,25
17,221
17,220
494,23
482,41
17,225
65,129
17,224
17,223
186,433
17,222
17,228
17,226
133,346
679,137
631,631
17,219
103,283
133,340
332,523
380,321
482,47
397,389
482,48
896,116
457,92
238,176
548,753
397,381
494,12
162,532
186,420
17,212
17,218
221,116
65,135
896,112
17,215
766,521
127,189
133,336
65,130
103,296
181,133
198,198
397,376
198,199
397,378
462,106
133,337
573,441
408,126
537,394
355,654
221,129
461,735
457,62
931,294
221,121
748,708
537,397
443,847
321,177
321,179
953,997
408,137
408,138
302,419
433,84
445,64
520,303
397,397
408,130
520,305
250,741
65,169
321,156
181,181
181,182
443,820
685,208
133,308
133,307
936,546
537,380
543,493
543,494
537,389
65,178
65,177
321,150
65,176
65,172
181,172
103,250
302,438
181,176
708,99
860,900
181,179
380,379
17,283
121,513
24,114
121,518
95,129
420,301
95,128
95,122
380,380
362,529
408,89
151,142
192,517
23,785
480,356
537,368
450,399
537,366
438,170
114,686
186,490
151,151
232,1
480,362
380,376
473,498
232,6
53,397
285,683
438,169
53,394
473,493
344,262
121,531
132,949
473,490
108,509
251,123
95,143
421,86
362,506
473,489
480,375
971,893
498,9
498,8
498,7
473,483
64,733
214,681
121,520
17,295
438,151
292,523
121,526
251,116
108,514
408,59
321,104
380,391
380,396
492,105
473,473
380,397
492,107
473,474
678,747
344,200
931,210
121,550
121,552
285,625
491,753
896,142
17,249
17,248
543,425
95,167
392,104
924,303
30,263
537,316
537,315
121,544
121,543
121,546
391,776
438,136
438,135
121,540
444,245
17,233
121,548
918,204
918,201
918,200
186,450
918,207
896,169
931,238
438,123
338,116
17,269
41,612
249,954
58,654
249,950
251,172
413,840
95,183
350,342
438,116
350,345
438,114
350,343
121,568
58,664
338,123
438,113
931,243
17,253
344,231
17,252
24,169
41,601
17,255
450,340
408,96
350,350
64,771
121,114
121,116
121,110
121,118
132,62
168,129
168,128
281,131
107,99
473,427
83,518
812,635
107,98
180,907
107,96
83,513
473,421
168,122
53,221
917,776
121,105
232,426
923,923
281,137
121,107
918,128
198,419
41,23
473,411
41,28
256,557
28,44
193,193
28,46
618,618
281,105
132,87
208,208
107,79
132,89
16,64
107,78
107,77
362,107
473,404
41,14
121,142
562,202
107,70
562,200
107,74
168,35
480,418
121,125
121,128
121,127
168,28
121,121
367,419
286,412
28,51
121,129
107,89
585,544
531,531
121,131
121,130
226,256
107,80
168,114
107,87
168,113
531,539
53,61
121,158
168,172
28,26
121,154
28,25
379,283
180,950
65,51
65,53
281,174
168,168
121,160
168,166
83,557
367,420
28,33
121,147
28,34
473,460
28,31
28,32
121,144
28,38
121,143
28,35
890,890
513,513
89,10
473,459
513,518
918,167
121,151
121,153
812,601
28,28
579,335
291,93
53,85
281,183
83,546
53,231
11,956
121,179
777,862
65,65
226,283
132,46
466,893
473,3
525,358
121,184
492,256
121,183
525,359
121,180
144,433
83,533
473,441
144,434
121,169
121,166
121,165
168,160
121,168
379,250
132,54
90,11
307,696
90,13
585,585
448,847
121,173
121,172
905,905
426,391
912,499
193,59
162,468
83,594
918,197
103,582
918,199
181,320
936,593
525,332
181,321
419,789
455,417
83,586
707,465
121,187
193,63
52,820
9,265
661,661
332,699
121,191
616,1
661,666
274,592
17,615
666,951
754,555
280,734
495,74
198,485
162,492
356,356
912,466
936,572
356,357
83,579
466,856
455,438
41,95
41,94
41,93
232,483
17,612
232,484
41,87
41,86
930,930
41,85
930,931
356,362
181,61
181,60
754,565
707,441
495,60
181,64
232,457
930,927
3,601
748,300
226,225
397,320
860,978
226,223
103,546
226,228
607,105
181,368
856,7
226,227
13,4
181,347
13,2
167,776
812,685
455,455
35,261
41,63
326,543
607,118
562,232
167,749
707,499
28,80
426,306
103,526
607,128
12,362
12,365
466,804
929,592
167,751
53,18
41,51
232,440
268,419
41,42
41,41
655,458
495,21
847,847
12,358
226,212
483,47
497,562
495,16
64,665
245,115
245,113
186,531
192,807
519,106
806,806
408,281
408,285
548,607
408,286
12,293
137,812
518,771
434,92
434,99
302,333
356,301
115,301
115,302
912,504
491,816
742,742
486,106
737,271
156,381
380,200
162,412
458,64
699,44
419,848
268,459
114,983
181,250
408,271
486,115
40,964
486,114
486,113
58,597
434,61
434,64
114,919
321,296
17,518
486,165
446,45
486,169
543,399
486,184
486,183
214,343
162,432
214,345
114,925
434,53
434,58
529,44
89,114
3,571
137,859
434,83
332,608
214,351
434,81
537,259
23,417
137,880
232,397
41,336
434,89
17,546
6,54
292,284
6,56
373,552
743,102
302,304
302,302
302,303
69,952
137,877
69,958
373,571
17,533
156,342
17,532
461,624
156,345
6,64
181,291
397,296
181,296
292,292
58,552
115,366
115,367
473,393
420,666
713,509
408,208
23,438
107,19
115,361
478,652
115,363
434,23
537,231
638,81
434,28
443,527
107,18
107,17
519,189
6,79
107,16
426,283
426,280
115,355
408,215
338,420
23,421
409,51
492,254
931,301
214,301
434,11
23,427
818,301
537,243
321,250
486,5
434,19
650,215
434,16
107,23
6,89
138,211
367,470
213,951
40,900
213,957
409,47
426,292
213,956
408,212
426,290
480,480
473,371
72,163
338,434
64,601
409,40
437,482
262,656
434,44
434,41
550,473
409,38
149,656
149,655
409,39
601,536
251,251
314,726
338,438
492,212
579,448
473,367
338,437
409,33
579,446
409,30
338,439
480,494
409,36
6,96
409,35
58,586
473,362
53,280
537,222
420,654
537,221
420,651
434,35
409,29
409,27
409,28
132,16
601,523
537,227
409,21
409,25
409,23
446,15
473,355
420,624
338,455
286,305
58,518
107,57
989,329
246,7
72,106
499,9
499,8
40,953
285,990
409,90
58,520
23,464
409,93
28,721
28,722
437,455
107,68
149,621
8,823
138,252
380,296
107,64
107,63
23,460
422,17
126,6
64,640
121,210
64,644
121,212
409,81
422,19
437,443
115,340
314,764
126,2
121,219
89,165
107,36
245,183
443,547
8,856
138,285
107,31
338,485
121,203
115,337
115,338
115,339
320,868
437,436
121,208
107,46
437,437
107,45
245,171
107,44
409,65
422,21
409,69
23,480
422,23
121,236
338,256
121,232
467,166
121,233
777,723
285,949
480,509
338,252
480,508
473,301
579,269
531,445
748,460
121,226
121,223
865,63
121,222
52,781
121,228
338,263
362,256
52,786
362,51
531,434
53,103
29,113
47,168
325,82
121,254
121,253
121,256
467,189
121,255
638,12
638,10
121,261
83,615
362,62
121,263
174,854
83,612
226,128
121,249
11,804
197,955
350,94
121,242
121,245
754,608
320,947
690,690
579,272
374,44
29,133
531,419
47,172
367,531
83,601
480,549
301,93
77,445
115,283
513,642
666,856
307,588
426,245
226,186
121,285
480,550
362,81
121,281
121,280
121,269
473,340
385,387
385,385
638,46
379,391
379,392
638,44
379,397
379,398
379,396
426,257
115,280
35,301
385,395
333,176
337,27
379,388
333,173
379,389
420,568
385,378
385,377
385,376
379,382
47,129
379,383
865,56
638,55
379,381
379,386
865,58
379,387
379,384
379,385
174,815
379,390
226,166
473,329
426,263
473,326
385,380
83,654
333,180
174,812
379,379
337,16
877,28
83,642
379,378
707,525
47,135
923,825
121,288
513,655
777,733
379,376
925,48
525,466
121,296
53,128
426,270
333,153
333,154
333,152
455,302
419,655
333,155
175,288
47,107
232,380
585,493
89,301
89,303
198,387
466,754
89,305
89,304
419,652
333,165
333,162
333,163
47,114
333,166
47,116
813,168
12,213
202,623
333,171
333,172
791,493
83,693
333,133
684,684
126,552
301,36
937,64
486,188
543,292
333,142
425,835
543,294
232,368
777,777
41,483
666,823
35,367
581,0
525,421
333,114
268,300
162,389
362,293
333,115
156,157
655,367
520,155
90,183
461,461
175,252
12,267
12,264
226,107
929,489
12,266
226,105
12,265
226,106
525,406
525,407
167,655
548,531
333,128
88,924
268,313
333,129
301,21
813,129
556,113
455,330
461,448
678,480
461,447
268,316
461,446
877,81
29,151
649,246
301,28
226,114
949,56
949,55
373,706
949,59
949,57
602,61
232,312
156,179
12,247
52,719
373,714
77,497
613,243
126,586
419,642
333,107
362,280
333,105
232,320
232,321
362,283
156,191
661,569
520,166
425,870
518,954
425,873
943,295
425,874
12,183
268,340
17,441
156,232
127,1
186,654
519,227
461,533
519,228
90,143
437,547
519,222
397,122
133,128
486,245
486,261
94,955
414,443
17,434
455,375
437,531
17,431
89,271
133,114
655,438
114,847
181,390
181,394
181,395
414,449
12,161
12,160
414,415
419,714
414,414
537,170
17,467
537,178
181,380
181,385
181,386
520,138
9,332
181,383
181,384
181,389
133,106
181,388
896,356
263,171
896,355
245,245
537,189
17,459
597,107
155,877
486,232
263,168
302,238
181,378
181,379
181,376
181,377
64,572
414,479
896,303
332,707
486,292
90,108
537,157
17,405
17,404
597,118
138,305
41,474
90,107
90,106
486,286
486,285
380,101
332,700
661,510
380,103
301,856
301,857
263,151
519,259
567,567
661,502
661,505
41,460
162,321
543,280
936,776
58,498
896,329
974,94
591,591
17,427
232,277
286,286
17,424
321,395
321,394
232,284
321,397
321,396
232,280
3,665
380,120
813,172
397,181
132,738
597,142
486,280
974,87
321,391
41,443
321,392
321,384
89,211
232,292
321,385
321,388
321,387
89,215
321,389
486,278
379,368
58,431
77,78
77,79
667,184
828,45
450,169
65,92
65,94
828,46
736,736
450,172
89,62
321,376
450,176
426,166
321,378
473,269
221,1
53,178
263,115
766,340
478,543
251,338
251,339
450,160
612,832
95,351
321,368
251,340
426,172
812,803
473,256
420,526
408,305
612,828
115,261
467,107
478,514
667,161
420,520
90,66
321,351
251,370
448,933
492,333
507,513
338,318
90,62
58,462
450,133
537,103
115,251
828,16
420,531
307,537
95,377
507,507
818,440
89,76
450,142
531,497
251,361
537,106
487,9
321,349
473,232
338,337
115,208
719,296
8,950
379,321
450,128
121,318
380,182
338,339
338,338
23,590
90,86
362,16
121,301
121,303
17,474
17,473
23,588
362,11
121,300
58,408
121,306
58,404
121,308
89,89
896,375
234,5
89,96
321,321
350,572
380,177
380,178
473,298
362,28
667,128
473,296
64,523
121,333
828,64
58,412
121,338
450,105
155,849
114,896
247,7
379,308
121,340
115,212
121,324
114,4
58,422
121,326
467,152
338,365
338,367
17,495
17,494
473,280
17,493
337,96
936,706
58,424
114,3
314,872
114,2
121,329
90,91
90,90
350,593
237,587
249,371
363,16
748,107
748,106
748,105
859,412
314,85
419,133
209,238
249,362
363,165
363,28
210,129
514,514
209,237
326,64
167,575
134,10
249,366
249,367
249,365
167,572
419,143
83,747
57,924
612,791
209,234
209,235
209,249
363,154
338,37
338,35
338,32
375,21
302,88
249,357
249,355
936,14
249,356
302,89
249,353
859,434
375,28
753,914
209,241
419,154
209,242
233,433
209,240
23,170
363,161
23,172
209,243
77,581
209,244
250,296
249,340
146,17
210,106
338,28
23,166
215,400
146,18
613,163
210,105
498,160
375,16
46,495
419,168
419,161
592,46
363,152
338,16
480,667
84,115
249,333
210,158
210,159
84,119
84,118
114,356
84,113
860,330
46,461
84,112
84,111
84,110
480,671
667,549
860,339
860,336
579,15
860,337
351,81
508,325
363,128
77,557
363,129
84,105
498,178
667,550
753,900
210,169
84,107
114,367
238,758
249,329
114,361
114,362
114,365
114,366
363,114
280,148
326,10
375,66
28,438
255,545
249,310
448,617
797,231
326,733
209,285
692,130
209,286
387,42
209,283
114,371
46,446
592,15
644,296
387,41
114,375
473,201
419,129
280,130
77,531
401,621
363,106
419,128
813,623
77,539
249,303
167,593
249,301
498,197
462,5
351,303
273,579
233,404
280,129
579,46
466,649
109,62
363,81
171,26
820,231
707,61
820,232
532,532
279,279
171,23
375,81
84,152
183,16
183,19
375,89
46,428
924,89
146,67
333,282
183,11
333,280
314,18
4,208
333,283
69,777
126,208
162,236
707,73
333,288
506,64
227,227
506,62
84,142
183,28
183,29
46,434
543,16
84,144
89,437
183,20
747,710
89,438
333,253
333,256
69,747
171,41
41,136
820,215
41,133
146,81
84,134
146,85
872,182
162,253
375,90
333,263
466,608
375,91
181,526
333,261
820,202
41,128
820,203
84,127
158,62
375,96
820,200
333,269
820,201
820,206
820,207
820,204
506,83
820,205
820,208
89,411
84,121
89,412
662,282
754,324
719,64
333,271
466,602
108,190
167,526
333,233
753,978
132,366
461,335
41,198
596,301
41,197
707,19
3,845
41,199
132,371
41,196
531,78
233,494
555,44
845,4
333,245
845,2
102,517
455,211
3,859
549,694
162,288
84,180
549,690
249,393
613,117
333,212
480,601
333,211
327,105
134,64
820,256
526,407
84,174
526,403
418,710
720,11
820,243
167,515
424,950
11,324
41,169
249,388
134,74
820,249
41,165
84,162
41,167
41,166
3,832
84,166
146,52
84,160
64,420
113,914
820,198
820,199
820,196
820,197
351,280
526,424
351,283
113,919
486,362
486,367
40,753
248,0
486,365
820,183
4,169
525,967
156,122
4,166
11,266
4,162
11,265
126,285
4,170
356,549
756,73
679,482
929,334
107,896
929,335
9,421
566,452
820,172
39,883
128,1
820,171
802,129
478,478
478,477
126,271
478,476
820,179
11,233
526,440
132,424
566,421
413,526
549,661
549,663
9,452
756,42
685,520
149,490
461,429
820,162
820,160
72,311
820,165
820,169
549,678
820,167
11,247
549,679
4,145
526,457
820,168
132,411
4,142
455,271
187,105
549,671
486,353
40,725
486,357
486,356
132,405
4,138
41,114
193,411
41,115
4,131
90,220
11,293
58,366
4,126
41,107
4,121
478,469
754,266
58,372
58,371
525,913
906,156
58,373
478,434
989,989
661,856
11,270
413,562
832,102
285,371
69,710
69,713
285,379
69,715
4,102
738,6
802,172
193,412
332,836
486,394
261,655
363,210
473,150
285,301
363,211
437,261
285,302
137,663
363,215
215,331
401,574
187,184
813,714
508,418
748,182
114,318
267,498
249,419
860,375
302,160
473,147
473,141
215,347
478,424
249,404
249,401
215,340
363,208
345,180
321,483
114,326
351,203
114,329
249,407
345,178
249,405
187,166
149,420
425,257
144,166
170,107
170,123
23,212
137,685
107,828
23,215
351,210
114,338
114,339
222,0
222,1
620,620
170,117
107,820
170,116
170,136
632,397
107,834
170,135
170,133
215,366
401,543
187,189
473,114
114,340
144,186
917,593
473,115
473,116
748,173
473,113
102,5
768,99
768,98
113,950
102,2
486,327
302,123
486,329
425,289
419,172
473,189
700,720
23,220
356,509
107,859
215,301
23,229
345,130
419,180
155,739
425,294
351,249
637,637
419,183
419,184
215,316
473,174
215,314
209,209
215,313
473,170
4,194
351,256
486,303
187,155
419,199
473,166
9,406
64,412
473,163
250,250
936,822
64,417
187,152
338,62
113,983
58,303
4,183
58,305
368,1
58,304
859,520
345,152
4,193
889,375
144,145
144,144
114,300
209,210
351,28
249,495
52,52
52,53
249,493
114,280
249,490
170,188
498,266
170,183
238,601
210,236
39,86
349,907
321,533
748,222
443,485
162,195
114,278
250,395
250,394
210,241
249,489
210,245
167,450
125,937
344,656
859,546
114,283
363,296
23,261
401,714
249,473
401,712
215,511
57,809
167,426
167,420
210,210
210,212
238,622
498,293
40,40
40,47
57,815
83,856
363,280
40,48
363,283
278,722
57,812
860,437
860,438
520,815
209,365
279,107
596,282
64,74
249,464
64,65
40,32
307,376
64,64
40,30
40,35
64,68
40,34
555,141
40,33
40,39
209,371
40,37
401,705
363,256
170,145
424,880
662,166
198,593
39,39
64,80
29,5
84,235
307,347
860,455
481,107
638,169
40,25
473,108
84,233
273,447
210,283
273,448
40,29
409,10
40,28
40,27
40,26
466,555
473,106
114,234
409,13
249,440
181,628
363,249
170,151
64,90
820,301
39,28
560,913
64,91
64,94
64,93
27,62
249,441
84,229
64,87
64,89
39,34
638,158
114,245
15,82
27,32
27,33
27,30
27,31
363,236
27,36
170,165
27,37
167,468
27,34
170,163
249,434
210,256
167,460
249,431
450,5
64,99
448,735
450,1
84,211
150,301
249,438
84,210
27,27
508,473
27,28
114,255
114,256
76,76
466,529
350,861
691,691
28,545
170,170
249,424
249,421
273,461
249,420
15,62
612,612
249,427
481,137
114,263
748,256
27,38
27,39
114,261
644,166
333,393
186,932
979,1
726,1
84,272
375,105
375,108
466,510
375,107
279,160
84,270
4,323
820,342
820,346
84,269
820,343
84,268
89,552
797,342
1001,832
35,107
466,500
466,506
596,218
466,504
498,205
41,256
820,336
84,252
84,250
375,121
84,254
84,253
273,428
273,429
4,305
102,412
570,8
4,301
84,249
41,249
777,535
820,327
28,588
102,411
375,111
375,112
649,421
375,110
35,121
84,244
723,923
777,538
84,243
461,272
35,128
155,593
3,990
833,5
833,7
58,195
327,249
11,213
461,216
1001,803
58,194
58,193
333,361
210,208
333,366
333,367
132,481
3,971
89,515
229,39
69,667
266,950
333,333
498,247
230,21
162,169
229,30
498,246
554,777
662,107
262,179
69,663
424,820
549,582
84,295
217,49
64,14
230,20
229,28
333,340
69,678
455,119
69,679
205,79
455,116
820,362
498,232
820,365
69,671
820,366
162,181
84,282
5,11
41,280
162,186
162,184
217,50
254,17
107,769
64,302
64,306
64,305
589,671
351,161
64,309
333,318
5,24
492,510
285,271
486,486
254,28
58,288
327,173
254,23
58,283
58,285
4,286
205,93
742,614
455,131
4,283
301,651
783,669
333,329
661,700
236,5
661,707
58,282
285,281
566,570
254,21
155,655
285,286
217,70
285,285
327,141
506,19
783,654
64,323
310,107
64,325
310,105
351,180
478,357
351,181
64,329
478,356
455,165
108,108
549,549
4,271
108,109
5,41
249,2
351,178
5,42
351,179
249,3
249,5
5,47
249,7
9,573
217,84
230,62
590,590
16,424
820,280
619,5
11,129
229,64
11,128
132,532
664,93
5,53
549,550
407,358
549,551
5,55
108,111
108,112
5,57
5,58
108,110
655,655
40,847
244,210
486,478
58,233
278,28
872,232
64,349
4,256
4,252
5,63
413,426
262,122
685,665
518,16
89,469
230,82
230,80
955,128
661,754
58,244
132,518
58,249
5,74
5,76
89,474
413,413
254,63
230,74
254,62
549,509
4,239
859,2
58,254
58,256
301,624
11,159
41,212
41,215
262,100
5,89
149,575
108,143
521,134
254,31
381,160
685,685
5,82
859,4
64,376
64,379
254,46
41,206
478,325
41,205
242,62
41,207
506,44
41,202
381,149
41,201
478,328
41,204
41,203
754,360
5,96
41,200
900,455
11,161
5,99
108,155
381,150
254,41
254,44
64,375
215,459
307,307
249,533
249,531
638,126
813,836
249,530
638,124
307,301
381,181
425,129
27,25
27,26
23,301
27,24
58,208
526,399
363,329
215,460
307,314
900,438
307,317
381,178
307,310
674,267
381,176
381,177
674,265
114,208
95,593
425,130
57,880
486,417
261,753
486,410
813,817
107,702
58,210
250,320
58,212
107,704
437,361
285,208
238,587
23,337
249,513
58,215
266,61
52,595
321,592
249,518
63,921
138,126
254,74
917,483
508,550
254,77
161,754
114,211
114,210
748,283
285,211
508,549
170,256
170,254
363,303
170,251
401,664
15,16
15,15
936,907
859,601
210,3
249,506
351,106
249,505
254,81
114,220
209,303
936,955
730,460
859,612
150,368
187,256
443,443
321,579
443,444
144,254
443,442
730,468
895,333
278,789
250,351
113,847
9,502
107,736
209,319
936,965
351,130
437,336
351,122
321,560
486,458
351,129
57,849
244,235
443,455
244,234
9,500
83,820
120,758
936,935
144,283
150,397
187,283
936,936
103,0
443,427
640,98
150,389
443,423
40,816
83,812
244,244
244,243
138,160
23,367
9,529
215,440
508,509
537,781
161,707
63,971
150,378
321,546
486,430
489,5
244,252
425,526
949,211
621,130
883,883
84,318
837,107
84,317
339,171
813,434
233,212
419,371
233,210
747,550
649,729
167,339
46,272
420,278
813,440
46,273
420,282
46,274
420,283
420,280
466,466
280,303
401,835
280,340
813,413
481,211
199,258
481,208
345,343
345,342
537,613
345,346
345,345
175,532
326,923
249,589
420,256
233,209
46,256
644,489
120,333
345,352
466,441
367,892
443,171
280,367
45,892
419,336
419,337
170,261
307,226
855,155
420,222
425,562
419,333
949,252
425,567
425,568
17,1
199,205
17,0
199,206
199,207
11,506
397,719
11,502
249,569
813,403
199,200
199,201
125,618
199,203
199,204
27,883
537,607
46,236
466,421
256,115
425,574
1001,990
249,550
401,874
419,356
368,250
401,873
401,870
84,336
170,282
170,280
307,206
84,338
132,192
132,194
27,878
419,351
420,218
249,546
84,326
84,323
167,351
249,543
420,212
46,211
596,596
596,597
120,377
543,817
249,548
46,210
274,139
161,666
419,365
466,406
46,216
466,407
40,590
327,325
132,166
327,326
461,139
11,530
28,256
84,399
327,327
461,140
327,328
256,169
125,640
103,104
103,103
977,977
662,494
182,104
132,160
256,154
615,64
155,495
519,607
233,282
333,493
11,518
448,494
4,434
929,140
4,430
566,707
182,103
753,753
84,373
84,372
566,700
132,152
64,280
155,486
419,329
11,529
40,560
11,525
132,132
448,484
84,366
777,419
132,142
69,508
64,292
69,509
333,473
206,14
333,474
132,121
199,278
182,167
11,573
747,509
199,280
166,950
333,485
182,150
333,486
498,332
549,459
182,157
448,421
615,21
448,428
585,168
747,513
132,107
69,549
333,455
199,296
45,838
813,458
11,555
498,360
461,118
374,406
132,106
374,407
218,18
549,460
813,450
256,186
233,237
420,293
233,238
233,239
549,467
233,233
233,234
233,235
233,236
478,282
333,460
498,358
498,359
448,446
69,550
420,296
69,551
632,632
549,473
448,448
430,956
233,244
226,696
233,240
233,241
508,184
233,242
425,513
233,243
58,155
58,158
132,208
380,656
58,154
357,106
357,107
478,258
333,434
206,51
262,278
11,498
357,5
58,159
333,438
11,496
357,105
218,36
149,277
244,301
932,174
932,173
525,729
58,166
374,374
333,443
58,162
333,444
333,441
333,442
215,188
206,65
215,187
407,494
206,62
502,502
502,503
549,418
502,500
502,506
502,504
502,505
601,107
9,661
932,180
187,329
58,174
333,411
58,175
221,468
310,221
108,469
17,106
333,417
900,128
262,262
566,666
103,162
380,680
802,365
379,628
572,939
9,699
544,129
333,421
333,422
206,86
333,423
333,427
103,179
155,518
63,896
108,476
16,771
237,5
237,6
525,700
58,183
273,819
90,474
357,142
64,222
285,586
96,251
221,485
206,94
58,115
526,221
267,19
685,305
544,183
221,493
90,469
155,589
131,832
218,73
96,259
64,234
338,860
34,434
34,438
333,404
4,360
58,129
526,232
243,58
243,950
90,459
218,85
40,547
218,86
40,545
218,82
64,244
215,159
58,132
262,215
58,137
243,963
231,74
96,234
655,980
218,95
96,236
58,145
301,511
96,242
